时间,负荷,最高温度℃,最低温度℃,平均温度℃,相对湿度(平均),降雨量（mm）
2018/8/6 2:45,7638.935296,33.6,27.5,29.8,78,0
2018/8/6 3:00,7564.262464,33.6,27.5,29.8,78,0
2018/8/6 3:15,7520.725024,33.6,27.5,29.8,78,0
2018/8/6 3:30,7466.284864,33.6,27.5,29.8,78,0
2018/8/6 3:45,7390.186048,33.6,27.5,29.8,78,0
2018/8/6 4:00,7335.166528,33.6,27.5,29.8,78,0
2018/8/6 4:15,7315.265344,33.6,27.5,29.8,78,0
2018/8/6 4:30,7244.005024,33.6,27.5,29.8,78,0
2018/8/6 4:45,7217.057536,33.6,27.5,29.8,78,0
2018/8/6 5:00,7169.702464,33.6,27.5,29.8,78,0
2018/8/6 5:15,7127.08144,33.6,27.5,29.8,78,0
2018/8/6 5:30,7067.884864,33.6,27.5,29.8,78,0
2018/8/6 5:45,7035.406528,33.6,27.5,29.8,78,0
2018/8/6 6:00,7016.193952,33.6,27.5,29.8,78,0
2018/8/6 6:15,7077.40096,33.6,27.5,29.8,78,0
2018/8/6 6:30,7097.65888,33.6,27.5,29.8,78,0
2018/8/6 6:45,7121.187808,33.6,27.5,29.8,78,0
2018/8/6 7:00,7178.834656,33.6,27.5,29.8,78,0
2018/8/6 7:15,7289.065984,33.6,27.5,29.8,78,0
2018/8/6 7:30,7501.290112,33.6,27.5,29.8,78,0
2018/8/6 7:45,7929.753952,33.6,27.5,29.8,78,0
2018/8/6 8:00,9098.192512,33.6,27.5,29.8,78,0
2018/8/6 8:15,10249.52973,33.6,27.5,29.8,78,0
2018/8/6 8:30,10685.36685,33.6,27.5,29.8,78,0
2018/8/6 8:45,10973.26374,33.6,27.5,29.8,78,0
2018/8/6 9:00,11188.88685,33.6,27.5,29.8,78,0
2018/8/6 9:15,11303.43059,33.6,27.5,29.8,78,0
2018/8/6 9:30,11420.60781,33.6,27.5,29.8,78,0
2018/8/6 9:45,11543.85059,33.6,27.5,29.8,78,0
2018/8/6 10:00,11633.20182,33.6,27.5,29.8,78,0
2018/8/6 10:15,11708.91434,33.6,27.5,29.8,78,0
2018/8/6 10:30,11789.19059,33.6,27.5,29.8,78,0
2018/8/6 10:45,11828.18781,33.6,27.5,29.8,78,0
2018/8/6 11:00,11820.67466,33.6,27.5,29.8,78,0
2018/8/6 11:15,11810.07722,33.6,27.5,29.8,78,0
2018/8/6 11:30,11593.09562,33.6,27.5,29.8,78,0
2018/8/6 11:45,11171.06214,33.6,27.5,29.8,78,0
2018/8/6 12:00,9938.415616,33.6,27.5,29.8,78,0
2018/8/6 12:15,9124.002784,33.6,27.5,29.8,78,0
2018/8/6 12:30,9279.808768,33.6,27.5,29.8,78,0
2018/8/6 12:45,9361.862464,33.6,27.5,29.8,78,0
2018/8/6 13:00,9485.835616,33.6,27.5,29.8,78,0
2018/8/6 13:15,9714.503104,33.6,27.5,29.8,78,0
2018/8/6 13:30,10239.96064,33.6,27.5,29.8,78,0
2018/8/6 13:45,11106.67283,33.6,27.5,29.8,78,0
2018/8/6 14:00,11328.34,33.6,27.5,29.8,78,0
2018/8/6 14:15,11519.29005,33.6,27.5,29.8,78,0
2018/8/6 14:30,11595.91187,33.6,27.5,29.8,78,0
2018/8/6 14:45,11610.87808,33.6,27.5,29.8,78,0
2018/8/6 15:00,11633.89562,33.6,27.5,29.8,78,0
2018/8/6 15:15,11655.0616,33.6,27.5,29.8,78,0
2018/8/6 15:30,11670.04845,33.6,27.5,29.8,78,0
2018/8/6 15:45,11691.65786,33.6,27.5,29.8,78,0
2018/8/6 16:00,11743.01402,33.6,27.5,29.8,78,0
2018/8/6 16:15,11713.03379,33.6,27.5,29.8,78,0
2018/8/6 16:30,11715.50032,33.6,27.5,29.8,78,0
2018/8/6 16:45,11624.59754,33.6,27.5,29.8,78,0
2018/8/6 17:00,11422.49123,33.6,27.5,29.8,78,0
2018/8/6 17:15,11144.9031,33.6,27.5,29.8,78,0
2018/8/6 17:30,10413.45434,33.6,27.5,29.8,78,0
2018/8/6 17:45,9699.389728,33.6,27.5,29.8,78,0
2018/8/6 18:00,9459.41968,33.6,27.5,29.8,78,0
2018/8/6 18:15,9440.513152,33.6,27.5,29.8,78,0
2018/8/6 18:30,9685.104064,33.6,27.5,29.8,78,0
2018/8/6 18:45,10059.62685,33.6,27.5,29.8,78,0
2018/8/6 19:00,10196.09968,33.6,27.5,29.8,78,0
2018/8/6 19:15,10387.71059,33.6,27.5,29.8,78,0
2018/8/6 19:30,10458.2247,33.6,27.5,29.8,78,0
2018/8/6 19:45,10462.76781,33.6,27.5,29.8,78,0
2018/8/6 20:00,10351.57187,33.6,27.5,29.8,78,0
2018/8/6 20:15,10308.71315,33.6,27.5,29.8,78,0
2018/8/6 20:30,10305.74685,33.6,27.5,29.8,78,0
2018/8/6 20:45,10264.27091,33.6,27.5,29.8,78,0
2018/8/6 21:00,10116.61562,33.6,27.5,29.8,78,0
2018/8/6 21:15,9956.377216,33.6,27.5,29.8,78,0
2018/8/6 21:30,9827.172832,33.6,27.5,29.8,78,0
2018/8/6 21:45,9651.151552,33.6,27.5,29.8,78,0
2018/8/6 22:00,9511.469728,33.6,27.5,29.8,78,0
2018/8/6 22:15,9360.045664,33.6,27.5,29.8,78,0
2018/8/6 22:30,9176.391232,33.6,27.5,29.8,78,0
2018/8/6 22:45,8989.412512,33.6,27.5,29.8,78,0
2018/8/6 23:00,8835.064384,33.6,27.5,29.8,78,0
2018/8/6 23:15,8630.555296,33.6,27.5,29.8,78,0
2018/8/6 23:30,8472.090592,33.6,27.5,29.8,78,0
2018/8/6 23:45,8308.234336,33.6,27.5,29.8,78,0
2018/8/7 0:00,8156.694976,32.4,26.5,28.9,84,5.2
2018/8/7 0:15,8067.266848,32.4,26.5,28.9,84,5.2
2018/8/7 0:30,8011.447168,32.4,26.5,28.9,84,5.2
2018/8/7 0:45,7968.91888,32.4,26.5,28.9,84,5.2
2018/8/7 1:00,7885.73968,32.4,26.5,28.9,84,5.2
2018/8/7 1:15,7848.937216,32.4,26.5,28.9,84,5.2
2018/8/7 1:30,7786.993792,32.4,26.5,28.9,84,5.2
2018/8/7 1:45,7722.88096,32.4,26.5,28.9,84,5.2
2018/8/7 2:00,7645.48,32.4,26.5,28.9,84,5.2
2018/8/7 2:15,7580.311552,32.4,26.5,28.9,84,5.2
2018/8/7 2:30,7556.545984,32.4,26.5,28.9,84,5.2
2018/8/7 2:45,7474.030912,32.4,26.5,28.9,84,5.2
2018/8/7 3:00,7438.505344,32.4,26.5,28.9,84,5.2
2018/8/7 3:15,7369.307488,32.4,26.5,28.9,84,5.2
2018/8/7 3:30,7321.917376,32.4,26.5,28.9,84,5.2
2018/8/7 3:45,7275.946048,32.4,26.5,28.9,84,5.2
2018/8/7 4:00,7213.732192,32.4,26.5,28.9,84,5.2
2018/8/7 4:15,7188.510112,32.4,26.5,28.9,84,5.2
2018/8/7 4:30,7160.26096,32.4,26.5,28.9,84,5.2
2018/8/7 4:45,7103.246368,32.4,26.5,28.9,84,5.2
2018/8/7 5:00,7061.32144,32.4,26.5,28.9,84,5.2
2018/8/7 5:15,7030.042144,32.4,26.5,28.9,84,5.2
2018/8/7 5:30,6972.248608,32.4,26.5,28.9,84,5.2
2018/8/7 5:45,6942.063904,32.4,26.5,28.9,84,5.2
2018/8/7 6:00,6922.36096,32.4,26.5,28.9,84,5.2
2018/8/7 6:15,6965.683744,32.4,26.5,28.9,84,5.2
2018/8/7 6:30,6948.353632,32.4,26.5,28.9,84,5.2
2018/8/7 6:45,6981.711232,32.4,26.5,28.9,84,5.2
2018/8/7 7:00,6998.06128,32.4,26.5,28.9,84,5.2
2018/8/7 7:15,7087.892512,32.4,26.5,28.9,84,5.2
2018/8/7 7:30,7237.675936,32.4,26.5,28.9,84,5.2
2018/8/7 7:45,7758.087328,32.4,26.5,28.9,84,5.2
2018/8/7 8:00,8911.113472,32.4,26.5,28.9,84,5.2
2018/8/7 8:15,10073.36128,32.4,26.5,28.9,84,5.2
2018/8/7 8:30,10478.06973,32.4,26.5,28.9,84,5.2
2018/8/7 8:45,10761.74781,32.4,26.5,28.9,84,5.2
2018/8/7 9:00,10952.14192,32.4,26.5,28.9,84,5.2
2018/8/7 9:15,11085.75808,32.4,26.5,28.9,84,5.2
2018/8/7 9:30,11127.85005,32.4,26.5,28.9,84,5.2
2018/8/7 9:45,11230.39187,32.4,26.5,28.9,84,5.2
2018/8/7 10:00,11295.37658,32.4,26.5,28.9,84,5.2
2018/8/7 10:15,11362.32621,32.4,26.5,28.9,84,5.2
2018/8/7 10:30,11425.28781,32.4,26.5,28.9,84,5.2
2018/8/7 10:45,11466.70845,32.4,26.5,28.9,84,5.2
2018/8/7 11:00,11488.96096,32.4,26.5,28.9,84,5.2
2018/8/7 11:15,11487.79562,32.4,26.5,28.9,84,5.2
2018/8/7 11:30,11333.69968,32.4,26.5,28.9,84,5.2
2018/8/7 11:45,10917.04,32.4,26.5,28.9,84,5.2
2018/8/7 12:00,9886.355296,32.4,26.5,28.9,84,5.2
2018/8/7 12:15,8918.391232,32.4,26.5,28.9,84,5.2
2018/8/7 12:30,9075.275296,32.4,26.5,28.9,84,5.2
2018/8/7 12:45,9190.856896,32.4,26.5,28.9,84,5.2
2018/8/7 13:00,9283.106848,32.4,26.5,28.9,84,5.2
2018/8/7 13:15,9563.108128,32.4,26.5,28.9,84,5.2
2018/8/7 13:30,10099.94685,32.4,26.5,28.9,84,5.2
2018/8/7 13:45,10984.05626,32.4,26.5,28.9,84,5.2
2018/8/7 14:00,11240.58534,32.4,26.5,28.9,84,5.2
2018/8/7 14:15,11481.69347,32.4,26.5,28.9,84,5.2
2018/8/7 14:30,11532.2969,32.4,26.5,28.9,84,5.2
2018/8/7 14:45,11558.06781,32.4,26.5,28.9,84,5.2
2018/8/7 15:00,11610.87626,32.4,26.5,28.9,84,5.2
2018/8/7 15:15,11640.1216,32.4,26.5,28.9,84,5.2
2018/8/7 15:30,11668.9431,32.4,26.5,28.9,84,5.2
2018/8/7 15:45,11715.1431,32.4,26.5,28.9,84,5.2
2018/8/7 16:00,11737.97968,32.4,26.5,28.9,84,5.2
2018/8/7 16:15,11748.75904,32.4,26.5,28.9,84,5.2
2018/8/7 16:30,11716.66278,32.4,26.5,28.9,84,5.2
2018/8/7 16:45,11638.43594,32.4,26.5,28.9,84,5.2
2018/8/7 17:00,11445.14781,32.4,26.5,28.9,84,5.2
2018/8/7 17:15,11148.31754,32.4,26.5,28.9,84,5.2
2018/8/7 17:30,10482.8247,32.4,26.5,28.9,84,5.2
2018/8/7 17:45,9687.704704,32.4,26.5,28.9,84,5.2
2018/8/7 18:00,9475.005664,32.4,26.5,28.9,84,5.2
2018/8/7 18:15,9444.689728,32.4,26.5,28.9,84,5.2
2018/8/7 18:30,9702.994336,32.4,26.5,28.9,84,5.2
2018/8/7 18:45,10081.57466,32.4,26.5,28.9,84,5.2
2018/8/7 19:00,10246.31219,32.4,26.5,28.9,84,5.2
2018/8/7 19:15,10378.52877,32.4,26.5,28.9,84,5.2
2018/8/7 19:30,10450.83251,32.4,26.5,28.9,84,5.2
2018/8/7 19:45,10418.24032,32.4,26.5,28.9,84,5.2
2018/8/7 20:00,10289.5553,32.4,26.5,28.9,84,5.2
2018/8/7 20:15,10243.08246,32.4,26.5,28.9,84,5.2
2018/8/7 20:30,10241.24214,32.4,26.5,28.9,84,5.2
2018/8/7 20:45,10184.17754,32.4,26.5,28.9,84,5.2
2018/8/7 21:00,10057.24749,32.4,26.5,28.9,84,5.2
2018/8/7 21:15,9936.06064,32.4,26.5,28.9,84,5.2
2018/8/7 21:30,9796.074976,32.4,26.5,28.9,84,5.2
2018/8/7 21:45,9571.353472,32.4,26.5,28.9,84,5.2
2018/8/7 22:00,9413.114656,32.4,26.5,28.9,84,5.2
2018/8/7 22:15,9235.655296,32.4,26.5,28.9,84,5.2
2018/8/7 22:30,9111.630592,32.4,26.5,28.9,84,5.2
2018/8/7 22:45,8976.22096,32.4,26.5,28.9,84,5.2
2018/8/7 23:00,8774.98096,32.4,26.5,28.9,84,5.2
2018/8/7 23:15,8556.496576,32.4,26.5,28.9,84,5.2
2018/8/7 23:30,8369.290912,32.4,26.5,28.9,84,5.2
2018/8/7 23:45,8230.856896,32.4,26.5,28.9,84,5.2
2018/8/8 0:00,8065.442464,33.9,26.2,29.9,76,0
2018/8/8 0:15,8005.549888,33.9,26.2,29.9,76,0
2018/8/8 0:30,7888.292512,33.9,26.2,29.9,76,0
2018/8/8 0:45,7856.611072,33.9,26.2,29.9,76,0
2018/8/8 1:00,7793.593792,33.9,26.2,29.9,76,0
2018/8/8 1:15,7749.396256,33.9,26.2,29.9,76,0
2018/8/8 1:30,7677.888928,33.9,26.2,29.9,76,0
2018/8/8 1:45,7618.162144,33.9,26.2,29.9,76,0
2018/8/8 2:00,7550.523424,33.9,26.2,29.9,76,0
2018/8/8 2:15,7462.323424,33.9,26.2,29.9,76,0
2018/8/8 2:30,7399.23856,33.9,26.2,29.9,76,0
2018/8/8 2:45,7350.593632,33.9,26.2,29.9,76,0
2018/8/8 3:00,7266.184864,33.9,26.2,29.9,76,0
2018/8/8 3:15,7181.472832,33.9,26.2,29.9,76,0
2018/8/8 3:30,7139.663584,33.9,26.2,29.9,76,0
2018/8/8 3:45,7093.40032,33.9,26.2,29.9,76,0
2018/8/8 4:00,7043.642464,33.9,26.2,29.9,76,0
2018/8/8 4:15,6991.405984,33.9,26.2,29.9,76,0
2018/8/8 4:30,6935.926048,33.9,26.2,29.9,76,0
2018/8/8 4:45,6903.064864,33.9,26.2,29.9,76,0
2018/8/8 5:00,6861.567808,33.9,26.2,29.9,76,0
2018/8/8 5:15,6839.682784,33.9,26.2,29.9,76,0
2018/8/8 5:30,6799.788448,33.9,26.2,29.9,76,0
2018/8/8 5:45,6780.807328,33.9,26.2,29.9,76,0
2018/8/8 6:00,6758.67856,33.9,26.2,29.9,76,0
2018/8/8 6:15,6808.032352,33.9,26.2,29.9,76,0
2018/8/8 6:30,6831.849088,33.9,26.2,29.9,76,0
2018/8/8 6:45,6876.88144,33.9,26.2,29.9,76,0
2018/8/8 7:00,6956.622304,33.9,26.2,29.9,76,0
2018/8/8 7:15,7083.2416,33.9,26.2,29.9,76,0
2018/8/8 7:30,7329.197536,33.9,26.2,29.9,76,0
2018/8/8 7:45,7833.787168,33.9,26.2,29.9,76,0
2018/8/8 8:00,9013.394656,33.9,26.2,29.9,76,0
2018/8/8 8:15,10146.7384,33.9,26.2,29.9,76,0
2018/8/8 8:30,10628.71936,33.9,26.2,29.9,76,0
2018/8/8 8:45,10895.49155,33.9,26.2,29.9,76,0
2018/8/8 9:00,11082.26214,33.9,26.2,29.9,76,0
2018/8/8 9:15,11245.69658,33.9,26.2,29.9,76,0
2018/8/8 9:30,11346.40845,33.9,26.2,29.9,76,0
2018/8/8 9:45,11496.11498,33.9,26.2,29.9,76,0
2018/8/8 10:00,11594.78685,33.9,26.2,29.9,76,0
2018/8/8 10:15,11693.97722,33.9,26.2,29.9,76,0
2018/8/8 10:30,11759.49434,33.9,26.2,29.9,76,0
2018/8/8 10:45,11802.68598,33.9,26.2,29.9,76,0
2018/8/8 11:00,11809.11722,33.9,26.2,29.9,76,0
2018/8/8 11:15,11801.59936,33.9,26.2,29.9,76,0
2018/8/8 11:30,11627.32278,33.9,26.2,29.9,76,0
2018/8/8 11:45,11208.52566,33.9,26.2,29.9,76,0
2018/8/8 12:00,10052.61626,33.9,26.2,29.9,76,0
2018/8/8 12:15,9142.574656,33.9,26.2,29.9,76,0
2018/8/8 12:30,9320.193472,33.9,26.2,29.9,76,0
2018/8/8 12:45,9409.073152,33.9,26.2,29.9,76,0
2018/8/8 13:00,9553.335616,33.9,26.2,29.9,76,0
2018/8/8 13:15,9768.337216,33.9,26.2,29.9,76,0
2018/8/8 13:30,10386.40192,33.9,26.2,29.9,76,0
2018/8/8 13:45,11229.35402,33.9,26.2,29.9,76,0
2018/8/8 14:00,11448.38128,33.9,26.2,29.9,76,0
2018/8/8 14:15,11707.62717,33.9,26.2,29.9,76,0
2018/8/8 14:30,11728.88128,33.9,26.2,29.9,76,0
2018/8/8 14:45,11757.88278,33.9,26.2,29.9,76,0
2018/8/8 15:00,11797.52685,33.9,26.2,29.9,76,0
2018/8/8 15:15,11787.37658,33.9,26.2,29.9,76,0
2018/8/8 15:30,11799.17498,33.9,26.2,29.9,76,0
2018/8/8 15:45,11842.14342,33.9,26.2,29.9,76,0
2018/8/8 16:00,11884.07219,33.9,26.2,29.9,76,0
2018/8/8 16:15,11896.86621,33.9,26.2,29.9,76,0
2018/8/8 16:30,11883.03808,33.9,26.2,29.9,76,0
2018/8/8 16:45,11789.92566,33.9,26.2,29.9,76,0
2018/8/8 17:00,11615.45315,33.9,26.2,29.9,76,0
2018/8/8 17:15,11346.05123,33.9,26.2,29.9,76,0
2018/8/8 17:30,10587.09434,33.9,26.2,29.9,76,0
2018/8/8 17:45,9842.656576,33.9,26.2,29.9,76,0
2018/8/8 18:00,9568.376896,33.9,26.2,29.9,76,0
2018/8/8 18:15,9561.71968,33.9,26.2,29.9,76,0
2018/8/8 18:30,9790.856896,33.9,26.2,29.9,76,0
2018/8/8 18:45,10170.2416,33.9,26.2,29.9,76,0
2018/8/8 19:00,10313.36877,33.9,26.2,29.9,76,0
2018/8/8 19:15,10500.20973,33.9,26.2,29.9,76,0
2018/8/8 19:30,10552.00374,33.9,26.2,29.9,76,0
2018/8/8 19:45,10546.48845,33.9,26.2,29.9,76,0
2018/8/8 20:00,10436.2553,33.9,26.2,29.9,76,0
2018/8/8 20:15,10365.1384,33.9,26.2,29.9,76,0
2018/8/8 20:30,10359.51434,33.9,26.2,29.9,76,0
2018/8/8 20:45,10300.94685,33.9,26.2,29.9,76,0
2018/8/8 21:00,10158.04278,33.9,26.2,29.9,76,0
2018/8/8 21:15,10007.98653,33.9,26.2,29.9,76,0
2018/8/8 21:30,9842.484064,33.9,26.2,29.9,76,0
2018/8/8 21:45,9640.649728,33.9,26.2,29.9,76,0
2018/8/8 22:00,9477.128128,33.9,26.2,29.9,76,0
2018/8/8 22:15,9318.304384,33.9,26.2,29.9,76,0
2018/8/8 22:30,9186.208768,33.9,26.2,29.9,76,0
2018/8/8 22:45,8992.347808,33.9,26.2,29.9,76,0
2018/8/8 23:00,8829.07936,33.9,26.2,29.9,76,0
2018/8/8 23:15,8638.732192,33.9,26.2,29.9,76,0
2018/8/8 23:30,8528.013472,33.9,26.2,29.9,76,0
2018/8/8 23:45,8323.35808,33.9,26.2,29.9,76,0
2018/8/9 0:00,8202.906208,33.9,27.2,30.1,75,0
2018/8/9 0:15,8119.903744,33.9,27.2,30.1,75,0
2018/8/9 0:30,8044.47904,33.9,27.2,30.1,75,0
2018/8/9 0:45,8004.267328,33.9,27.2,30.1,75,0
2018/8/9 1:00,7908.892672,33.9,27.2,30.1,75,0
2018/8/9 1:15,7842.790048,33.9,27.2,30.1,75,0
2018/8/9 1:30,7788.330112,33.9,27.2,30.1,75,0
2018/8/9 1:45,7723.569088,33.9,27.2,30.1,75,0
2018/8/9 2:00,7674.091072,33.9,27.2,30.1,75,0
2018/8/9 2:15,7596.137536,33.9,27.2,30.1,75,0
2018/8/9 2:30,7538.070112,33.9,27.2,30.1,75,0
2018/8/9 2:45,7474.417696,33.9,27.2,30.1,75,0
2018/8/9 3:00,7412.545024,33.9,27.2,30.1,75,0
2018/8/9 3:15,7359.530272,33.9,27.2,30.1,75,0
2018/8/9 3:30,7295.507488,33.9,27.2,30.1,75,0
2018/8/9 3:45,7251.914656,33.9,27.2,30.1,75,0
2018/8/9 4:00,7201.828768,33.9,27.2,30.1,75,0
2018/8/9 4:15,7175.488768,33.9,27.2,30.1,75,0
2018/8/9 4:30,7131.512512,33.9,27.2,30.1,75,0
2018/8/9 4:45,7098.524704,33.9,27.2,30.1,75,0
2018/8/9 5:00,7057.944064,33.9,27.2,30.1,75,0
2018/8/9 5:15,7017.933472,33.9,27.2,30.1,75,0
2018/8/9 5:30,6972.092512,33.9,27.2,30.1,75,0
2018/8/9 5:45,6938.745184,33.9,27.2,30.1,75,0
2018/8/9 6:00,6892.146208,33.9,27.2,30.1,75,0
2018/8/9 6:15,6885.926368,33.9,27.2,30.1,75,0
2018/8/9 6:30,6892.550272,33.9,27.2,30.1,75,0
2018/8/9 6:45,6909.393952,33.9,27.2,30.1,75,0
2018/8/9 7:00,6948.343744,33.9,27.2,30.1,75,0
2018/8/9 7:15,7053.907168,33.9,27.2,30.1,75,0
2018/8/9 7:30,7270.794976,33.9,27.2,30.1,75,0
2018/8/9 7:45,7716.289888,33.9,27.2,30.1,75,0
2018/8/9 8:00,8778.972832,33.9,27.2,30.1,75,0
2018/8/9 8:15,9869.775616,33.9,27.2,30.1,75,0
2018/8/9 8:30,10255.15754,33.9,27.2,30.1,75,0
2018/8/9 8:45,10496.78214,33.9,27.2,30.1,75,0
2018/8/9 9:00,10631.93123,33.9,27.2,30.1,75,0
2018/8/9 9:15,10812.42621,33.9,27.2,30.1,75,0
2018/8/9 9:30,10927.78941,33.9,27.2,30.1,75,0
2018/8/9 9:45,11037.81808,33.9,27.2,30.1,75,0
2018/8/9 10:00,11115.94941,33.9,27.2,30.1,75,0
2018/8/9 10:15,11213.89005,33.9,27.2,30.1,75,0
2018/8/9 10:30,11270.05283,33.9,27.2,30.1,75,0
2018/8/9 10:45,11308.54096,33.9,27.2,30.1,75,0
2018/8/9 11:00,11316.03434,33.9,27.2,30.1,75,0
2018/8/9 11:15,11321.31059,33.9,27.2,30.1,75,0
2018/8/9 11:30,11132.7569,33.9,27.2,30.1,75,0
2018/8/9 11:45,10721.30406,33.9,27.2,30.1,75,0
2018/8/9 12:00,9676.596256,33.9,27.2,30.1,75,0
2018/8/9 12:15,8848.325344,33.9,27.2,30.1,75,0
2018/8/9 12:30,8964.504064,33.9,27.2,30.1,75,0
2018/8/9 12:45,9059.495296,33.9,27.2,30.1,75,0
2018/8/9 13:00,9175.43872,33.9,27.2,30.1,75,0
2018/8/9 13:15,9418.025344,33.9,27.2,30.1,75,0
2018/8/9 13:30,9893.26,33.9,27.2,30.1,75,0
2018/8/9 13:45,10780.50813,33.9,27.2,30.1,75,0
2018/8/9 14:00,11005.49315,33.9,27.2,30.1,75,0
2018/8/9 14:15,11226.62032,33.9,27.2,30.1,75,0
2018/8/9 14:30,11283.06813,33.9,27.2,30.1,75,0
2018/8/9 14:45,11320.15936,33.9,27.2,30.1,75,0
2018/8/9 15:00,11362.41059,33.9,27.2,30.1,75,0
2018/8/9 15:15,11350.15005,33.9,27.2,30.1,75,0
2018/8/9 15:30,11333.89005,33.9,27.2,30.1,75,0
2018/8/9 15:45,11360.74653,33.9,27.2,30.1,75,0
2018/8/9 16:00,11341.57466,33.9,27.2,30.1,75,0
2018/8/9 16:15,11338.93658,33.9,27.2,30.1,75,0
2018/8/9 16:30,11282.99786,33.9,27.2,30.1,75,0
2018/8/9 16:45,11175.97005,33.9,27.2,30.1,75,0
2018/8/9 17:00,10995.40192,33.9,27.2,30.1,75,0
2018/8/9 17:15,10662.95968,33.9,27.2,30.1,75,0
2018/8/9 17:30,10013.81594,33.9,27.2,30.1,75,0
2018/8/9 17:45,9236.307808,33.9,27.2,30.1,75,0
2018/8/9 18:00,8997.511552,33.9,27.2,30.1,75,0
2018/8/9 18:15,8891.684704,33.9,27.2,30.1,75,0
2018/8/9 18:30,9004.595296,33.9,27.2,30.1,75,0
2018/8/9 18:45,9225.593152,33.9,27.2,30.1,75,0
2018/8/9 19:00,9318.03808,33.9,27.2,30.1,75,0
2018/8/9 19:15,9493.074976,33.9,27.2,30.1,75,0
2018/8/9 19:30,9557.467168,33.9,27.2,30.1,75,0
2018/8/9 19:45,9533.189728,33.9,27.2,30.1,75,0
2018/8/9 20:00,9440.38,33.9,27.2,30.1,75,0
2018/8/9 20:15,9433.613152,33.9,27.2,30.1,75,0
2018/8/9 20:30,9440.389408,33.9,27.2,30.1,75,0
2018/8/9 20:45,9436.487488,33.9,27.2,30.1,75,0
2018/8/9 21:00,9347.223424,33.9,27.2,30.1,75,0
2018/8/9 21:15,9276.745984,33.9,27.2,30.1,75,0
2018/8/9 21:30,9247.133152,33.9,27.2,30.1,75,0
2018/8/9 21:45,9129.336256,33.9,27.2,30.1,75,0
2018/8/9 22:00,9059.374336,33.9,27.2,30.1,75,0
2018/8/9 22:15,8954.868448,33.9,27.2,30.1,75,0
2018/8/9 22:30,8873.647168,33.9,27.2,30.1,75,0
2018/8/9 22:45,8783.187808,33.9,27.2,30.1,75,0
2018/8/9 23:00,8629.869088,33.9,27.2,30.1,75,0
2018/8/9 23:15,8466.131872,33.9,27.2,30.1,75,0
2018/8/9 23:30,8353.663744,33.9,27.2,30.1,75,0
2018/8/9 23:45,8196.036256,33.9,27.2,30.1,75,0
2018/8/10 0:00,8067.317536,33.5,27.8,30.1,76,0
2018/8/10 0:15,7976.792512,33.5,27.8,30.1,76,0
2018/8/10 0:30,7902.33856,33.5,27.8,30.1,76,0
2018/8/10 0:45,7856.703904,33.5,27.8,30.1,76,0
2018/8/10 1:00,7780.572352,33.5,27.8,30.1,76,0
2018/8/10 1:15,7713.091072,33.5,27.8,30.1,76,0
2018/8/10 1:30,7666.666528,33.5,27.8,30.1,76,0
2018/8/10 1:45,7587.84016,33.5,27.8,30.1,76,0
2018/8/10 2:00,7522.48144,33.5,27.8,30.1,76,0
2018/8/10 2:15,7438.269088,33.5,27.8,30.1,76,0
2018/8/10 2:30,7414.162624,33.5,27.8,30.1,76,0
2018/8/10 2:45,7324.156096,33.5,27.8,30.1,76,0
2018/8/10 3:00,7272.18112,33.5,27.8,30.1,76,0
2018/8/10 3:15,7202.315296,33.5,27.8,30.1,76,0
2018/8/10 3:30,7156.96144,33.5,27.8,30.1,76,0
2018/8/10 3:45,7102.895296,33.5,27.8,30.1,76,0
2018/8/10 4:00,7061.643904,33.5,27.8,30.1,76,0
2018/8/10 4:15,6995.60128,33.5,27.8,30.1,76,0
2018/8/10 4:30,6922.611232,33.5,27.8,30.1,76,0
2018/8/10 4:45,6886.656256,33.5,27.8,30.1,76,0
2018/8/10 5:00,6829.411072,33.5,27.8,30.1,76,0
2018/8/10 5:15,6768.422464,33.5,27.8,30.1,76,0
2018/8/10 5:30,6717.07984,33.5,27.8,30.1,76,0
2018/8/10 5:45,6662.362624,33.5,27.8,30.1,76,0
2018/8/10 6:00,6621.237376,33.5,27.8,30.1,76,0
2018/8/10 6:15,6606.562144,33.5,27.8,30.1,76,0
2018/8/10 6:30,6537.686368,33.5,27.8,30.1,76,0
2018/8/10 6:45,6505.3984,33.5,27.8,30.1,76,0
2018/8/10 7:00,6484.917376,33.5,27.8,30.1,76,0
2018/8/10 7:15,6484.428448,33.5,27.8,30.1,76,0
2018/8/10 7:30,6512.906368,33.5,27.8,30.1,76,0
2018/8/10 7:45,6672.468448,33.5,27.8,30.1,76,0
2018/8/10 8:00,7087.332352,33.5,27.8,30.1,76,0
2018/8/10 8:15,7617.886048,33.5,27.8,30.1,76,0
2018/8/10 8:30,7818.533632,33.5,27.8,30.1,76,0
2018/8/10 8:45,7979.131072,33.5,27.8,30.1,76,0
2018/8/10 9:00,8095.745344,33.5,27.8,30.1,76,0
2018/8/10 9:15,8164.342144,33.5,27.8,30.1,76,0
2018/8/10 9:30,8234.745664,33.5,27.8,30.1,76,0
2018/8/10 9:45,8348.07808,33.5,27.8,30.1,76,0
2018/8/10 10:00,8422.737856,33.5,27.8,30.1,76,0
2018/8/10 10:15,8483.536576,33.5,27.8,30.1,76,0
2018/8/10 10:30,8566.816576,33.5,27.8,30.1,76,0
2018/8/10 10:45,8625.01936,33.5,27.8,30.1,76,0
